component_1,component_2,component_3,coop_id,country_code,elevation,id,id_place_holder,latitude,longitude,name,network_code,state,utc_offset
------,------,------,257070,US,524.3,USH00257070,00,40.0978,-98.5197,RED CLOUD                     ,H,NE,6
------,------,------,257515,US,541.0,USH00257515,00,41.2686,-98.4697,SAINT PAUL 4N                 ,H,NE,6
------,------,------,257715,US,438.9,USH00257715,00,40.9,-97.0908,SEWARD                        ,H,NE,6
253540,------,------,258133,US,911.4,USH00258133,00,41.4581,-100.5986,STAPLETON 5W                  ,H,NE,6
------,------,------,258395,US,335.3,USH00258395,00,40.6825,-96.1886,SYRACUSE                      ,H,NE,6
------,------,------,258465,US,338.3,USH00258465,00,40.3544,-96.1939,TECUMSEH 1S                   ,H,NE,6
------,------,------,258480,US,338.3,USH00258480,00,41.7861,-96.2264,TEKAMAH                       ,H,NE,6
------,------,------,258915,US,423.7,USH00258915,00,42.2667,-96.8617,WAKEFIELD                     ,H,NE,6
------,------,------,259090,US,335.3,USH00259090,00,40.8639,-96.1414,WEEPING WATER                 ,H,NE,6
------,------,------,259510,US,490.7,USH00259510,00,40.8678,-97.5922,YORK                          ,H,NE,6
------,------,------,260507,US,66.5,USH00260507,00,39.4931,-117.0675,AUSTIN #2                     ,H,NV,8
260688,------,------,260691,US,373.1,USH00260691,00,40.6117,-116.8917,BATTLE MOUNTAIN 4SE           ,H,NV,8
------,------,------,261071,US,762.0,USH00261071,00,35.98,-114.8464,BOULDER CITY                  ,H,NV,8
------,------,------,262573,US,533.1,USH00262573,00,40.8289,-115.7886,ELKO RGNL AP                  ,H,NV,8
------,------,------,262780,US,208.5,USH00262780,00,39.4572,-118.7811,FALLON EXP STN                ,H,NV,8
------,------,------,263245,US,339.3,USH00263245,00,40.9567,-117.4922,GOLCONDA                      ,H,NV,8
------,------,------,264698,US,211.6,USH00264698,00,40.1906,-118.4767,LOVELOCK                      ,H,NV,8
------,------,------,264950,US,911.1,USH00264950,00,39.4136,-114.7733,MCGILL                        ,H,NV,8
------,------,------,265168,US,391.7,USH00265168,00,38.3844,-118.1056,MINA                          ,H,NV,8
------,------,------,266779,US,344.2,USH00266779,00,39.4839,-119.7711,RENO AP                       ,H,NV,8
------,------,------,267369,US,79.0,USH00267369,00,35.4661,-114.9217,SEARCHLIGHT                   ,H,NV,8
------,------,------,268988,US,737.4,USH00268988,00,41.1006,-114.9736,WELLS                         ,H,NV,8
------,------,------,269171,US,309.4,USH00269171,00,40.9017,-117.8081,WINNEMUCCA AP                 ,H,NV,8
270703,------,------,270706,US,359.7,USH00270706,00,44.3061,-71.6575,BETHLEHEM 2                   ,H,NH,5
------,------,------,272174,US,24.4,USH00272174,00,43.15,-70.95,DURHAM                        ,H,NH,5
------,------,------,272999,US,506.0,USH00272999,00,45.0875,-71.2872,FIRST CONNECTICUT LAKE        ,H,NH,5
------,------,------,273850,US,183.8,USH00273850,00,43.7031,-72.2847,HANOVER                       ,H,NH,5
------,------,------,274399,US,158.5,USH00274399,00,42.9389,-72.3244,KEENE                         ,H,NH,5
------,------,------,280325,US,3.0,USH00280325,00,39.3792,-74.4242,ATLANTIC CITY                 ,H,NJ,5
280729,------,------,280734,US,80.2,USH00280734,00,40.8292,-75.0836,BELVIDERE BRG                 ,H,NJ,5
------,------,------,280907,US,85.3,USH00280907,00,40.9,-74.4,BOONTON 1 SE                  ,H,NJ,5
------,------,------,281582,US,231.6,USH00281582,00,41.0347,-74.4233,CHARLOTTEBURG RSVR            ,H,NJ,5
------,------,------,283029,US,79.2,USH00283029,00,40.5631,-74.8831,FLEMINGTON 5 NNW              ,H,NJ,5
------,------,------,283951,US,30.5,USH00283951,00,40.265,-74.5642,HIGHTSTOWN 2 W                ,H,NJ,5
------,------,------,284229,US,30.5,USH00284229,00,39.8144,-74.7883,INDIAN MILLS 2 W              ,H,NJ,5
------,------,------,284987,US,9.1,USH00284987,00,40.2797,-74.0047,LONG BRANCH OAKHURST          ,H,NJ,5
------,------,------,285728,US,13.7,USH00285728,00,39.9511,-74.9697,MOORESTOWN                    ,H,NJ,5
286062,------,------,286055,US,26.2,USH00286055,00,40.4719,-74.4364,NEW BRUNSWICK 3 SE            ,H,NJ,5
------,------,------,287079,US,27.4,USH00287079,00,40.6036,-74.4025,PLAINFIELD                    ,H,NJ,5
288899,------,------,288816,US,30.5,USH00288816,00,39.95,-74.2167,TOMS RIVER                    ,H,NJ,5
------,------,------,290692,US,720.3,USH00290692,00,36.835,-108.0006,AZTEC RUINS NM                ,H,NM,7
------,------,------,290858,US,371.6,USH00290858,00,35.5297,-104.0936,BELL RANCH                    ,H,NM,7
------,------,------,291469,US,951.0,USH00291469,00,32.3478,-104.2225,CARLSBAD                      ,H,NM,7
------,------,------,291515,US,647.4,USH00291515,00,33.6308,-105.8964,CARRIZOZO 1SW                 ,H,NM,7
------,------,------,291664,US,392.7,USH00291664,00,36.9178,-106.5781,CHAMA                         ,H,NM,7
------,------,------,291813,US,993.4,USH00291813,00,36.4661,-104.9456,CIMARRON 4 SW                 ,H,NM,7
------,------,------,291887,US,511.8,USH00291887,00,36.4486,-103.1539,CLAYTON MUNI ARPK AP          ,H,NM,7
052432,------,------,292608,US,70.5,USH00292608,00,36.9358,-107.0,DULCE                         ,H,NM,7
------,------,------,292848,US,394.8,USH00292848,00,33.1461,-107.1844,ELEPHANT BUTTE DAM            ,H,NM,7
------,------,------,293265,US,872.1,USH00293265,00,32.7939,-108.1517,FT BAYARD                     ,H,NM,7
------,------,------,293294,US,226.8,USH00293294,00,34.4667,-104.2319,FT SUMNER                     ,H,NM,7
------,------,------,293368,US,365.2,USH00293368,00,32.2261,-108.0867,GAGE                          ,H,NM,7
------,------,------,294369,US,908.7,USH00294369,00,35.7783,-106.6872,JEMEZ SPRINGS                 ,H,NM,7
------,------,------,294426,US,300.3,USH00294426,00,32.6169,-106.7411,JORNADA EXP RANGE             ,H,NM,7
294850,------,------,294862,US,935.2,USH00294862,00,35.5678,-105.2131,LAS VEGAS WWTP                ,H,NM,7
295147,------,------,295150,US,475.2,USH00295150,00,34.7675,-106.7611,LOS LUNAS 3 SSW               ,H,NM,7
------,------,------,295273,US,148.8,USH00295273,00,33.8225,-108.9417,LUNA RS                       ,H,NM,7
------,------,------,295960,US,66.5,USH00295960,00,32.9547,-105.8242,MTN PARK                      ,H,NM,7
------,------,------,295965,US,987.3,USH00295965,00,34.5208,-106.2606,MOUNTAINAIR                   ,H,NM,7
------,------,------,296435,US,274.7,USH00296435,00,32.3789,-106.0911,OROGRANDE                     ,H,NM,7
------,------,------,297323,US,644.4,USH00297323,00,36.7058,-105.4036,RED RIVER                     ,H,NM,7
297609,------,------,297610,US,112.2,USH00297610,00,33.3075,-104.5083,ROSWELL IND AP                ,H,NM,7
------,------,------,297867,US,289.3,USH00297867,00,35.1086,-103.3283,SAN JON                       ,H,NM,7
------,------,------,298107,US,405.1,USH00298107,00,34.9358,-104.6805,SANTA ROSA                    ,H,NM,7
------,------,------,298387,US,397.5,USH00298387,00,34.0828,-106.8831,SOCORRO                       ,H,NM,7
------,------,------,298501,US,794.7,USH00298501,00,36.3628,-104.585,SPRINGER                      ,H,NM,7
290131,------,------,298535,US,182.9,USH00298535,00,32.2822,-106.7597,STATE UNIV                    ,H,NM,7
------,------,------,299156,US,245.4,USH00299156,00,35.2006,-103.6867,TUCUMCARI 4 NE                ,H,NM,7
------,------,------,299165,US,350.3,USH00299165,00,33.0719,-106.0417,TULAROSA                      ,H,NM,7
------,------,------,300023,US,304.5,USH00300023,00,42.1014,-77.2344,ADDISON                       ,H,NY,5
300047,------,------,300042,US,83.8,USH00300042,00,42.7431,-73.8092,ALBANY INTL AP                ,H,NY,5
------,------,------,300085,US,539.5,USH00300085,00,42.2614,-77.785,ALFRED                        ,H,NY,5
------,------,------,300093,US,457.2,USH00300093,00,42.1003,-78.75,ALLEGANY SP                   ,H,NY,5
------,------,------,300183,US,440.4,USH00300183,00,42.3017,-77.9889,ANGELICA                      ,H,NY,5
------,------,------,300321,US,234.7,USH00300321,00,42.9328,-76.5447,AUBURN                        ,H,NY,5
------,------,------,300443,US,278.3,USH00300443,00,43.0303,-78.1692,BATAVIA                       ,H,NY,5
300691,------,------,300687,US,486.2,USH00300687,00,42.2067,-75.98,BINGHAMTON GREATER AP         ,H,NY,5
------,------,------,300889,US,18.3,USH00300889,00,40.9464,-72.3067,BRIDGEHAMPTON                 ,H,NY,5
------,------,------,300937,US,163.1,USH00300937,00,43.2,-77.9333,BROCKPORT                     ,H,NY,5
------,------,------,301012,US,214.9,USH00301012,00,42.9408,-78.7358,BUFFALO NIAGARA INTL          ,H,NY,5
------,------,------,301185,US,136.6,USH00301185,00,44.5772,-75.1097,CANTON 4 SE                   ,H,NY,5
------,------,------,301401,US,47.9,USH00301401,00,44.8786,-73.3953,CHAZY                         ,H,NY,5
------,------,------,301752,US,383.1,USH00301752,00,42.7167,-74.9267,COOPERSTOWN                   ,H,NY,5
------,------,------,301799,US,344.1,USH00301799,00,42.6,-76.1833,CORTLAND                      ,H,NY,5
------,------,------,301966,US,408.4,USH00301966,00,44.7192,-73.7206,DANNEMORA                     ,H,NY,5
------,------,------,301974,US,201.2,USH00301974,00,42.5656,-77.7175,DANSVILLE                     ,H,NY,5
300360,------,------,302060,US,304.8,USH00302060,00,42.0628,-75.4264,DEPOSIT                       ,H,NY,5
307497,------,------,302129,US,61.0,USH00302129,00,41.0072,-73.8344,DOBBS FERRY ARDSLEY           ,H,NY,5
------,------,------,302610,US,288.6,USH00302610,00,42.0997,-76.8358,ELMIRA                        ,H,NY,5
------,------,------,303033,US,231.6,USH00303033,00,42.4497,-79.312,FREDONIA                      ,H,NY,5
303177,------,------,303184,US,218.8,USH00303184,00,42.8767,-77.0308,GENEVA RSCH FARM              ,H,NY,5
------,------,------,303259,US,83.8,USH00303259,00,41.5167,-73.9333,GLENHAM                       ,H,NY,5
------,------,------,303319,US,246.9,USH00303319,00,43.0492,-74.3592,GLOVERSVILLE                  ,H,NY,5
------,------,------,303773,US,274.9,USH00303773,00,42.7747,-77.6083,HEMLOCK                       ,H,NY,5
------,------,------,304102,US,506.0,USH00304102,00,43.755,-74.2692,INDIAN LAKE 2SW               ,H,NY,5
304178,------,------,304174,US,292.6,USH00304174,00,42.4489,-76.4489,ITHACA CORNELL UNIV           ,H,NY,5
------,------,------,304555,US,591.3,USH00304555,00,44.2444,-73.9847,LAKE PLACID 2 S               ,H,NY,5
------,------,------,304647,US,142.0,USH00304647,00,44.7583,-74.6692,LAWRENCEVILLE 3 SW            ,H,NY,5
------,------,------,304791,US,274.3,USH00304791,00,43.0603,-74.8686,LITTLE FALLS CITY RSVR        ,H,NY,5
------,------,------,304796,US,109.7,USH00304796,00,43.0333,-74.8667,LITTLE FALLS MILL ST          ,H,NY,5
------,------,------,304844,US,184.4,USH00304844,00,43.1392,-78.6814,LOCKPORT 3 S                  ,H,NY,5
------,------,------,304912,US,262.1,USH00304912,00,43.7975,-75.4817,LOWVILLE                      ,H,NY,5
301387,------,------,304996,US,268.2,USH00304996,00,44.8419,-74.3081,MALONE                        ,H,NY,5
306224,306232,------,305113,US,373.4,USH00305113,00,42.4694,-75.0106,MARYLAND 9 SW                 ,H,NY,5
------,------,------,305426,US,379.5,USH00305426,00,41.7681,-74.155,MOHONK LAKE                   ,H,NY,5
------,------,------,305512,US,396.2,USH00305512,00,42.8417,-75.7264,MORRISVILLE 6 SW              ,H,NY,5
------,------,------,305801,US,39.6,USH00305801,00,40.7789,-73.9692,NY CITY CNTRL PARK            ,H,NY,5
------,------,------,306085,US,301.4,USH00306085,00,42.5117,-75.5197,NORWICH                       ,H,NY,5
------,------,------,306164,US,85.3,USH00306164,00,44.7281,-75.4442,OGDENSBURG 4 NE               ,H,NY,5
------,------,------,306314,US,106.7,USH00306314,00,43.4622,-76.4933,OSWEGO EAST                   ,H,NY,5
------,------,------,306774,US,143.3,USH00306774,00,41.38,-74.6847,PORT JERVIS                   ,H,NY,5
306817,------,------,306820,US,51.8,USH00306820,00,41.5997,-73.91,POUGHKEEPSIE                  ,H,NY,5
------,------,------,307167,US,162.5,USH00307167,00,43.1167,-77.6767,ROCHESTER INTL AP             ,H,NY,5
303452,------,------,307484,US,94.5,USH00307484,00,43.0331,-73.8167,SARATOGA SPRINGS 4 SW         ,H,NY,5
------,------,------,307633,US,12.2,USH00307633,00,40.9586,-73.1047,SETAUKET STRONG               ,H,NY,5
------,------,------,308248,US,515.1,USH00308248,00,42.6925,-73.8325,STILLWATER RSVR               ,H,NY,5
------,------,------,308383,US,125.0,USH00308383,00,43.1092,-76.1033,SYRACUSE WSO AP               ,H,NY,5
307513,------,------,308600,US,7.3,USH00308600,00,42.75,-73.6831,TROY L&D                      ,H,NY,5
------,------,------,308631,US,512.1,USH00308631,00,44.2308,-74.4383,TUPPER LAKE SUNMOUNT          ,H,NY,5
308733,308739,------,308737,US,216.7,USH00308737,00,43.145,-75.3839,UTICA FAA AP                  ,H,NY,5
308902,------,------,308906,US,115.8,USH00308906,00,41.5514,-74.1628,WALDEN 1 ESE                  ,H,NY,5
308058,------,------,308910,US,332.2,USH00308910,00,42.7411,-78.51,WALES                         ,H,NY,5
------,------,------,308944,US,460.2,USH00308944,00,44.1481,-74.9003,WANAKENA RNGR SCHOOL          ,H,NY,5
------,------,------,309000,US,151.5,USH00309000,00,43.9761,-75.8753,WATERTOWN                     ,H,NY,5
------,------,------,309292,US,97.5,USH00309292,00,41.3906,-73.9608,WEST POINT                    ,H,NY,5
301207,------,------,309670,US,204.2,USH00309670,00,41.2664,-73.7975,YORKTOWN HEIGHTS 1 W          ,H,NY,5
------,------,------,310090,US,185.9,USH00310090,00,35.3992,-80.1994,ALBEMARLE                     ,H,NC,5
313897,------,------,311458,US,3.4,USH00311458,00,35.2325,-75.6219,CAPE HATTERAS AP              ,H,NC,5
------,------,------,311677,US,152.4,USH00311677,00,35.9086,-79.0794,CHAPEL HILL 2 W               ,H,NC,5
------,------,------,312635,US,3.0,USH00312635,00,36.0164,-76.5517,EDENTON                       ,H,NC,5
------,------,------,312719,US,2.4,USH00312719,00,36.3097,-76.205,ELIZABETH CITY                ,H,NC,5
------,------,------,313017,US,29.3,USH00313017,00,35.0583,-78.8583,FAYETTEVILLE PWC              ,H,NC,5
------,------,------,313510,US,33.2,USH00313510,00,35.3444,-77.9647,GOLDSBORO 4 SE                ,H,NC,5
------,------,------,313969,US,146.3,USH00313969,00,36.3481,-78.4119,HENDERSON 2 NNW               ,H,NC,5
------,------,------,313976,US,658.4,USH00313976,00,35.3297,-82.4492,HENDERSONVILLE 1 NE           ,H,NC,5
------,------,------,314055,US,170.4,USH00314055,00,35.0536,-83.1892,HIGHLANDS                     ,H,NC,5
------,------,------,314684,US,7.3,USH00314684,00,35.1967,-77.5433,KINSTON 7 SE                  ,H,NC,5
------,------,------,314938,US,365.8,USH00314938,00,35.915,-81.5378,LENOIR                        ,H,NC,5
------,------,------,315123,US,79.2,USH00315123,00,36.1028,-78.3039,LOUISBURG                     ,H,NC,5
------,------,------,315177,US,34.1,USH00315177,00,34.6269,-79.025,LUMBERTON                     ,H,NC,5
------,------,------,315340,US,446.8,USH00315340,00,35.6631,-82.0292,MARION 2 NW                   ,H,NC,5
------,------,------,315356,US,609.6,USH00315356,00,35.8036,-82.6658,MARSHALL                      ,H,NC,5
------,------,------,315771,US,167.6,USH00315771,00,34.9797,-80.5233,MONROE 2 SE                   ,H,NC,5
310626,------,------,315830,US,3.0,USH00315830,00,34.7336,-76.7358,MOREHEAD CITY 2 WNW           ,H,NC,5
------,------,------,315838,US,353.6,USH00315838,00,35.7308,-81.6717,MORGANTON                     ,H,NC,5
------,------,------,315890,US,317.3,USH00315890,00,36.4992,-80.6508,MT AIRY 2 W                   ,H,NC,5
317197,------,------,317202,US,271.3,USH00317202,00,36.3825,-79.6947,REIDSVILLE 2 NW               ,H,NC,5
------,------,------,317615,US,213.4,USH00317615,00,35.6836,-80.4822,SALISBURY                     ,H,NC,5
------,------,------,317994,US,45.7,USH00317994,00,35.5164,-78.3458,SMITHFIELD                    ,H,NC,5
------,------,------,318113,US,6.1,USH00318113,00,33.9947,-78.0078,SOUTHPORT 5 N                 ,H,NC,5
------,------,------,318292,US,289.6,USH00318292,00,35.81,-80.8808,STATESVILLE 2 NNE             ,H,NC,5
------,------,------,318500,US,10.7,USH00318500,00,35.8847,-77.5386,TARBORO 1 S                   ,H,NC,5
310506,------,------,318694,US,876.3,USH00318694,00,36.3919,-81.3039,TRANSOU                       ,H,NC,5
------,------,------,319147,US,810.2,USH00319147,00,35.4867,-82.9683,WAYNESVILLE 1 E               ,H,NC,5
316044,------,------,319476,US,33.5,USH00319476,00,35.6939,-77.9456,WILSON 3 SW                   ,H,NC,5
------,------,------,320941,US,496.2,USH00320941,00,48.8214,-100.4447,BOTTINEAU                     ,H,ND,6
325660,------,------,321408,US,285.0,USH00321408,00,46.8769,-97.2328,CASSELTON AGRONOMY FM         ,H,ND,6
------,------,------,321871,US,595.0,USH00321871,00,48.9075,-103.2944,CROSBY                        ,H,ND,6
------,------,------,322188,US,749.8,USH00322188,00,46.8911,-102.8111,DICKINSON EXP STN             ,H,ND,7
------,------,------,322365,US,671.8,USH00322365,00,47.3467,-102.5869,DUNN CENTER 1E                ,H,ND,7
------,------,------,323207,US,510.5,USH00323207,00,46.05,-100.6667,FT YATES 4 SW                 ,H,ND,6
------,------,------,323287,US,437.4,USH00323287,00,46.1581,-98.4,FULLERTON 1 ESE               ,H,ND,6
------,------,------,323594,US,252.1,USH00323594,00,48.4181,-97.4247,GRAFTON                       ,H,ND,6
------,------,------,323621,US,253.0,USH00323621,00,47.9217,-97.0981,GRAND FORKS UNIV NWS          ,H,ND,6
------,------,------,324178,US,816.9,USH00324178,00,45.9925,-102.6442,HETTINGER                     ,H,ND,7
------,------,------,324203,US,277.4,USH00324203,00,47.4389,-97.0664,HILLSBORO 3 N                 ,H,ND,6
------,------,------,324418,US,447.1,USH00324418,00,46.8844,-98.685,JAMESTOWN STATE HOSP          ,H,ND,6
------,------,------,324958,US,492.3,USH00324958,00,48.7622,-98.3447,LANGDON EXP FARM              ,H,ND,6
------,------,------,325220,US,336.5,USH00325220,00,46.4522,-97.6822,LISBON                        ,H,ND,6
------,------,------,325479,US,533.4,USH00325479,00,46.8128,-100.9097,MANDAN EXP STN                ,H,ND,6
328366,------,------,326015,US,548.6,USH00326015,00,46.6706,-100.2294,MOFFIT 3 SE                   ,H,ND,6
------,------,------,326155,US,772.7,USH00326155,00,46.3719,-102.3164,MOTT                          ,H,ND,7
------,------,------,326255,US,603.5,USH00326255,00,46.5067,-99.7692,NAPOLEON                      ,H,ND,6
------,------,------,326315,US,804.4,USH00326315,00,46.5414,-102.8692,NEW ENGLAND                   ,H,ND,7
------,------,------,326947,US,240.8,USH00326947,00,48.9711,-97.2417,PEMBINA                       ,H,ND,6
------,------,------,327530,US,752.9,USH00327530,00,46.8886,-102.3192,RICHARDTON ABBEY              ,H,ND,7
------,------,------,328792,US,451.1,USH00328792,00,48.3706,-100.3908,TOWNER 2 NE                   ,H,ND,6
------,------,------,329100,US,291.4,USH00329100,00,46.3233,-96.6108,WAHPETON 3 N                  ,H,ND,6
------,------,------,329445,US,449.0,USH00329445,00,48.6061,-100.2911,WILLOW CITY                   ,H,ND,6
------,------,------,331072,US,291.1,USH00331072,00,40.8128,-82.9694,BUCYRUS                       ,H,OH,5
------,------,------,331152,US,384.0,USH00331152,00,40.2686,-80.9981,CADIZ                         ,H,OH,5
------,------,------,331541,US,359.7,USH00331541,00,41.0517,-81.9361,CHIPPEWA LAKE                 ,H,OH,5
------,------,------,331592,US,205.1,USH00331592,00,39.6106,-82.9547,CIRCLEVILLE                   ,H,OH,5
------,------,------,331890,US,231.6,USH00331890,00,40.2403,-81.8711,COSHOCTON WPC PLT             ,H,OH,5
335664,335669,------,332098,US,213.4,USH00332098,00,41.2778,-84.3853,DEFIANCE                      ,H,OH,5
------,------,------,332119,US,280.4,USH00332119,00,40.3175,-83.0739,DELAWARE                      ,H,OH,5
------,------,------,332791,US,234.1,USH00332791,00,41.0461,-83.6622,FINDLAY WPCC                  ,H,OH,5
------,------,------,333375,US,312.1,USH00333375,00,40.1,-84.65,GREENVILLE WTP                ,H,OH,5
------,------,------,333758,US,335.3,USH00333758,00,39.2,-83.6167,HILLSBORO                     ,H,OH,5
------,------,------,333780,US,374.9,USH00333780,00,41.3,-81.15,HIRAM                         ,H,OH,5
------,------,------,334189,US,303.3,USH00334189,00,40.6489,-83.6061,KENTON                        ,H,OH,5
------,------,------,335041,US,231.6,USH00335041,00,39.6539,-81.8569,MC CONNELLSVILLE LK 7         ,H,OH,5
------,------,------,335297,US,249.6,USH00335297,00,40.55,-81.9167,MILLERSBURG                   ,H,OH,5
------,------,------,335315,US,356.6,USH00335315,00,40.7692,-80.8561,MILLPORT 4 NE                 ,H,OH,5
------,------,------,336118,US,204.2,USH00336118,00,41.2667,-82.6167,NORWALK WWTP                  ,H,OH,5
------,------,------,336196,US,248.7,USH00336196,00,41.2667,-82.2167,OBERLIN                       ,H,OH,5
------,------,------,336600,US,310.9,USH00336600,00,39.8386,-81.9167,PHILO 3 SW                    ,H,OH,5
------,------,------,336781,US,164.6,USH00336781,00,38.7569,-82.8872,PORTSMOUTH-SCIOTOVILLE        ,H,OH,5
------,------,------,338313,US,225.6,USH00338313,00,41.1167,-83.1667,TIFFIN                        ,H,OH,5
------,------,------,338534,US,260.3,USH00338534,00,40.8333,-83.2833,UPPER SANDUSKY                ,H,OH,5
------,------,------,338552,US,304.8,USH00338552,00,40.1,-83.7833,URBANA WWTP                   ,H,OH,5
------,------,------,338769,US,274.3,USH00338769,00,41.2,-80.8167,WARREN 3 S                    ,H,OH,5
------,------,------,338822,US,228.6,USH00338822,00,41.5183,-84.1453,WAUSEON WTP                   ,H,OH,5
------,------,------,338830,US,170.7,USH00338830,00,39.1114,-82.9797,WAVERLY                       ,H,OH,5
------,------,------,339312,US,310.9,USH00339312,00,40.7833,-81.9167,WOOSTER EXP STN               ,H,OH,5
------,------,------,340017,US,309.4,USH00340017,00,34.7864,-96.685,ADA                           ,H,OK,6
------,------,------,340179,US,420.6,USH00340179,00,34.5903,-99.3344,ALTUS IRIG RSCH STN           ,H,OK,6
------,------,------,340256,US,143.3,USH00340256,00,34.2208,-95.615,ANTLERS                       ,H,OK,6
------,------,------,340292,US,268.2,USH00340292,00,34.1714,-97.1294,ARDMORE                       ,H,OK,6
------,------,------,340548,US,217.9,USH00340548,00,36.7683,-96.0261,BARTLESVILLE MUNI AP          ,H,OK,6
------,------,------,340593,US,751.3,USH00340593,00,36.8125,-100.5308,BEAVER                        ,H,OK,6
------,------,------,340908,US,259.7,USH00340908,00,36.7236,-102.4806,BOISE CITY 2 E                ,H,OK,6
------,------,------,341243,US,588.3,USH00341243,00,36.8003,-99.6403,BUFFALO 2 SSW                 ,H,OK,6
------,------,------,341504,US,451.4,USH00341504,00,35.1756,-98.5794,CARNEGIE 5 NE                 ,H,OK,6
------,------,------,341724,US,359.7,USH00341724,00,36.7747,-98.3583,CHEROKEE                      ,H,OK,6
------,------,------,341828,US,179.2,USH00341828,00,36.3225,-95.5808,CLAREMORE 2 ENE               ,H,OK,6
------,------,------,342678,US,182.9,USH00342678,00,34.0003,-96.3686,DURANT                        ,H,OK,6
------,------,------,342912,US,379.5,USH00342912,00,36.4194,-97.8747,ENID                          ,H,OK,6
------,------,------,342944,US,627.9,USH00342944,00,35.2164,-99.8628,ERICK                         ,H,OK,6
------,------,------,343497,US,487.7,USH00343497,00,35.6267,-98.3225,GEARY                         ,H,OK,6
------,------,------,343628,US,8.9,USH00343628,00,36.5914,-101.6181,GOODWELL RSCH STN             ,H,OK,6
------,------,------,343821,US,338.3,USH00343821,00,35.8161,-97.395,GUTHRIE 5S                    ,H,OK,6
------,------,------,343871,US,554.7,USH00343871,00,35.585,-99.3953,HAMMON 3 SSW                  ,H,OK,6
------,------,------,344055,US,357.8,USH00344055,00,36.0942,-97.835,HENNESSEY 4 ESE               ,H,OK,6
------,------,------,344204,US,474.3,USH00344204,00,34.9894,-99.0525,HOBART MUNI AP                ,H,OK,6
------,------,------,344235,US,260.6,USH00344235,00,35.0567,-96.3861,HOLDENVILLE 2SSE              ,H,OK,6
------,------,------,344298,US,912.9,USH00344298,00,36.8589,-101.2172,HOOKER                        ,H,OK,6
------,------,------,344573,US,318.5,USH00344573,00,36.7222,-97.7903,JEFFERSON                     ,H,OK,6
------,------,------,344766,US,325.9,USH00344766,00,36.9031,-102.965,KENTON                        ,H,OK,6
------,------,------,344861,US,320.0,USH00344861,00,35.8583,-97.9294,KINGFISHER                    ,H,OK,6
------,------,------,345063,US,350.5,USH00345063,00,34.6097,-98.4572,LAWTON                        ,H,OK,6
------,------,------,345509,US,486.2,USH00345509,00,34.8911,-99.5017,MANGUM                        ,H,OK,6
------,------,------,345779,US,281.9,USH00345779,00,35.505,-96.9767,MEEKER 5 W                    ,H,OK,6
------,------,------,345855,US,245.4,USH00345855,00,36.8833,-94.8833,MIAMI                         ,H,OK,6
------,------,------,346130,US,157.9,USH00346130,00,35.7781,-95.3339,MUSKOGEE                      ,H,OK,6
------,------,------,346139,US,576.1,USH00346139,00,36.2283,-99.17,MUTUAL                        ,H,OK,6
------,------,------,346278,US,347.5,USH00346278,00,36.8914,-97.0586,NEWKIRK 1NW                   ,H,OK,6
------,------,------,346629,US,370.3,USH00346629,00,36.1217,-98.315,OKEENE                        ,H,OK,6
------,------,------,346638,US,285.0,USH00346638,00,35.4253,-96.3033,OKEMAH                        ,H,OK,6
------,------,------,346670,US,197.2,USH00346670,00,35.6239,-96.025,OKMULGEE WTR WKS              ,H,OK,6
------,------,------,346926,US,286.5,USH00346926,00,34.7253,-97.2814,PAULS VALLEY 4 WSW            ,H,OK,6
------,------,------,346935,US,254.5,USH00346935,00,36.6692,-96.3472,PAWHUSKA                      ,H,OK,6
------,------,------,347012,US,312.4,USH00347012,00,36.2886,-97.2897,PERRY                         ,H,OK,6
347246,------,------,347254,US,134.1,USH00347254,00,35.0539,-94.6264,POTEAU WTR WKS                ,H,OK,6
------,------,------,348501,US,272.8,USH00348501,00,36.1175,-97.095,STILLWATER 2 W                ,H,OK,6
------,------,------,348677,US,259.1,USH00348677,00,35.9369,-94.9644,TAHLEQUAH                     ,H,OK,6
------,------,------,349395,US,278.0,USH00349395,00,34.1747,-97.9964,WAURIKA                       ,H,OK,6
------,------,------,349422,US,493.2,USH00349422,00,35.52,-98.6986,WEATHERFORD                   ,H,OK,6
------,------,------,349445,US,167.6,USH00349445,00,35.4814,-95.2039,WEBBERS FALLS 5 WSW           ,H,OK,6
------,------,------,350304,US,532.2,USH00350304,00,42.2128,-122.7144,ASHLAND                       ,H,OR,8
350324,------,------,350328,US,2.7,USH00350328,00,46.1569,-123.8825,ASTORIA AP PORT OF            ,H,OR,8
350417,------,------,350412,US,24.4,USH00350412,00,44.8428,-117.8086,BAKER CITY AP                 ,H,OR,8
------,------,------,350694,US,115.6,USH00350694,00,44.0569,-121.285,BEND                          ,H,OR,8
------,------,------,351055,US,15.2,USH00351055,00,42.03,-124.2453,BROOKINGS 2 SE                ,H,OR,8
------,------,------,351433,US,292.6,USH00351433,00,44.3914,-122.4811,CASCADIA                      ,H,OR,8
------,------,------,351765,US,865.6,USH00351765,00,45.2325,-120.1817,CONDON                        ,H,OR,8
------,------,------,351862,US,68.6,USH00351862,00,44.6342,-123.19,CORVALLIS STATE UNIV          ,H,OR,8
------,------,------,351897,US,181.4,USH00351897,00,43.7917,-123.0275,COTTAGE GROVE 1 NNE           ,H,OR,8
